color,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
Color,95,112,37,26494611,48621,5709,0,239,English,USA,PG-13,35000000,1999,6.6,2.35,0
Color,85,102,323,32694788,101411,1815,1,546,English,USA,R,85000000,1999,6.6,2.35,0
Color,118,119,0,39778599,176169,29461,0,548,English,USA,R,50000000,2000,6.6,2.35,0
Color,146,110,9,56932305,96690,939,2,293,English,USA,PG-13,55000000,2000,6.6,2.35,0
Color,131,94,383,22751979,52244,15857,0,377,English,USA,PG,75000000,2000,6.6,2.35,0
Color,185,130,0,155370362,98403,12890,0,683,English,USA,PG-13,100000000,2000,6.6,2.35,0
Color,140,97,131,21973182,53415,23242,2,339,English,USA,R,23000000,2001,6.6,2.35,0
Color,132,123,272,41523271,57038,13934,2,261,English,USA,PG-13,80000000,2001,6.6,2.35,0
Color,127,90,420,226138454,160440,664,2,394,English,USA,PG-13,90000000,2001,6.6,2.35,0
Color,89,142,845,43426961,93494,16580,1,394,English,USA,R,70000000,2003,6.6,2.35,0
Color,94,147,0,138396624,178126,12954,1,511,English,USA,R,130000000,2003,6.6,2.35,0
Color,195,96,192,47781388,147504,41293,1,531,English,USA,PG-13,40000000,2004,6.6,2.35,0
Color,116,112,101,36020063,62584,2019,2,375,English,USA,R,22000000,2005,6.6,2.35,0
Color,128,97,52,47124400,49676,17278,0,181,English,USA,PG,25000000,2005,6.6,2.35,0
Color,88,119,42,39008741,44838,6862,0,223,English,USA,PG,25000000,2005,6.6,2.35,0
Color,152,113,17,34636443,93790,103354,0,288,English,USA,R,52000000,2005,6.6,2.35,0
Color,171,118,72,177575142,244840,13426,1,372,English,USA,PG-13,70000000,2005,6.6,2.35,0
Color,164,122,285,148213377,130776,12410,5,437,English,USA,PG-13,73000000,2006,6.6,2.35,0
Color,190,91,27,73661010,71137,17299,0,229,English,USA,PG,75000000,2006,6.6,2.35,0
Color,294,174,2000,217536138,314253,16008,2,1966,English,USA,PG-13,125000000,2006,6.6,2.35,0
Color,304,113,171,39568996,138435,814,0,527,English,USA,R,32000000,2007,6.6,2.35,0
Color,140,110,65,24848292,80556,4089,1,184,English,USA,PG-13,20000000,2008,6.6,2.35,0
Color,235,90,38,72266306,127528,6775,4,422,English,USA,PG-13,40000000,2008,6.6,2.35,0
Color,206,104,50,25040293,88049,7247,0,279,English,USA,PG-13,55000000,2008,6.6,2.35,0
Color,215,118,154,101111837,150764,5637,3,318,English,USA,PG-13,80000000,2008,6.6,2.35,0
Color,198,107,70,71148699,68935,1614,0,125,English,USA,PG,90000000,2008,6.6,2.35,0
Color,258,150,80,141614023,149922,22697,4,438,English,USA,PG,225000000,2008,6.6,2.35,0
Color,164,92,148,45802315,119974,2184,1,169,English,USA,R,35000000,2009,6.6,2.35,0
Color,422,118,368,125320003,286095,27468,0,974,English,USA,PG-13,200000000,2009,6.6,2.35,0
Color,259,106,50,3571735,39260,21711,2,129,English,USA,R,10000000,2010,6.6,2.35,0
Color,103,99,42,52691009,18727,3567,2,45,English,USA,PG,21000000,2011,6.6,2.35,0
Color,77,122,167,91547205,34579,5165,8,62,English,USA,PG-13,12000000,2012,6.6,2.35,0
Color,230,120,115,1984743,20616,11019,3,70,English,USA,R,16000000,2013,6.6,2.35,0
Color,91,121,57,21569041,8058,3745,2,57,English,USA,PG-13,9000000,2014,6.6,2.35,0
Color,208,122,0,2428883,21370,2896,1,132,English,USA,R,16000000,2014,6.6,2.35,0
Color,60,108,25,6000000,10832,1263,0,102,English,USA,PG,18000000,1981,6.7,2.35,0
Color,68,121,503,144731527,128010,1446,2,136,English,USA,R,35000000,1992,6.7,2.35,0
Color,37,127,16,35422828,19126,1735,1,155,English,USA,PG,20000000,1997,6.7,2.35,0
Color,80,135,503,76081498,76099,8355,1,162,English,USA,R,75000000,1997,6.7,2.35,0
Color,65,124,0,91030827,46482,9988,2,252,English,USA,PG-13,50000000,1998,6.7,2.35,0
Color,55,115,293,135014968,80580,74382,1,375,English,USA,PG-13,50000000,1998,6.7,2.35,0
Color,156,136,258,93771072,135404,12396,0,318,English,USA,PG-13,65000000,1998,6.7,2.35,0
Color,75,118,176,66488090,120202,29748,2,397,English,USA,R,48000000,1999,6.7,2.35,0
Color,91,148,72,39251128,31080,804,2,217,English,USA,PG-13,75000000,1999,6.7,2.35,0
Color,68,115,13,17174870,15817,1201,2,210,English,USA,PG-13,18000000,2000,6.7,2.35,0
Color,121,125,420,75764085,85844,16646,1,322,English,USA,PG-13,60000000,2000,6.7,2.35,0
Color,69,90,13,19158074,17983,2661,2,127,English,USA,PG,15000000,2002,6.7,2.35,0
Color,151,104,532,47592825,82731,16930,1,255,English,USA,PG-13,85000000,2003,6.7,2.35,0
 Black and White,191,92,43,114324072,185338,4730,0,392,English,USA,PG-13,20000000,2004,6.7,2.35,0
 Black and White,191,92,43,114324072,185345,4730,0,392,English,USA,PG-13,20000000,2004,6.7,2.35,0
Color,183,107,737,12784713,56813,8094,11,381,English,USA,R,22000000,2004,6.7,2.35,0
 Black and White,113,118,18000,6144806,12821,23689,1,248,English,USA,PG-13,23000000,2004,6.7,2.35,0
Color,140,136,394,67286731,67856,36925,1,345,English,USA,PG-13,100000000,2004,6.7,2.35,0
Color,207,134,123,57637485,183909,17159,0,666,English,USA,PG-13,105000000,2004,6.7,2.35,0
Color,233,122,301,75072454,96569,2759,0,522,English,USA,PG-13,20000000,2005,6.7,2.35,0
Color,222,150,0,12712093,70771,27829,0,671,English,USA,PG-13,30000000,2005,6.7,2.35,0
 Black and White,81,132,131,10166502,18209,12133,0,183,Filipino,USA,R,80000000,2005,6.7,2.35,0
Color,171,120,52,18317151,55630,1082,1,200,English,USA,R,35000000,2007,6.7,2.35,0
Color,219,117,163,118823091,98693,1673,9,401,English,USA,PG,75000000,2007,6.7,2.35,0
Color,316,110,335,134568845,299852,25763,0,713,English,USA,R,75000000,2008,6.7,2.35,0
Color,63,96,19,115862,7394,2163,2,50,English,USA,R,6000000,2009,6.7,2.35,0
Color,298,146,2000,133375846,207839,16948,2,435,English,USA,PG-13,150000000,2009,6.7,2.35,0
Color,350,119,151,179883016,361924,40054,0,641,English,USA,PG-13,150000000,2009,6.7,2.35,0
Color,81,103,20,26161406,13874,1002,2,52,English,USA,G,15000000,2010,6.7,2.35,0
Color,126,89,0,7764027,38459,2061,0,119,English,USA,R,10000000,2013,6.7,2.35,0
Color,149,106,0,3588432,29341,18947,4,93,English,USA,R,6000000,2014,6.7,2.35,0
Color,268,98,0,41008532,19611,10894,1,103,English,USA,R,27000000,2016,6.7,2.35,0
Color,112,119,23,25000000,39847,2951,1,242,English,USA,PG,9000000,1976,6.8,2.35,0
Color,121,116,44,108200000,76331,2908,4,269,English,USA,PG,54000000,1980,6.8,2.35,0
Color,75,114,0,65000000,43027,2668,0,214,English,USA,PG-13,62000000,1995,6.8,2.35,0
Color,29,123,473,36049108,10139,3661,4,70,English,USA,R,9000000,1996,6.8,2.35,0
Color,62,110,81,38553833,46239,1752,0,155,English,USA,R,55000000,1996,6.8,2.35,0
Color,139,123,165,101087161,225282,15362,6,339,English,USA,R,75000000,1997,6.8,2.35,0
Color,42,95,89,4193025,30682,2518,0,194,English,USA,R,15000000,1999,6.8,2.35,0
Color,152,113,323,69304264,73068,4660,0,419,English,USA,R,48000000,1999,6.8,2.35,0
Color,163,121,17000,16640210,53028,13040,0,382,English,USA,R,55000000,1999,6.8,2.35,0
Color,171,156,0,75530832,97047,20761,5,452,English,USA,R,55000000,1999,6.8,2.35,0
Color,119,111,529,11405825,28542,19805,3,208,English,USA,R,35000000,2001,6.8,2.35,0
Color,208,122,117,31598308,124765,41636,1,541,English,USA,R,35000000,2001,6.8,2.35,0
Color,208,122,117,31598308,124765,41636,1,541,English,USA,R,35000000,2001,6.8,2.35,0
Color,150,124,0,19719930,42621,793,0,531,English,USA,R,45000000,2001,6.8,2.35,0
Color,141,124,0,71069884,101899,32871,0,445,English,USA,R,68000000,2001,6.8,2.35,0
 Black and White,174,165,0,58183966,79186,14196,1,386,English,USA,R,107000000,2001,6.8,2.35,0
Color,146,95,21,84037039,72591,15237,0,289,English,USA,PG,120000000,2001,6.8,2.35,0
Color,233,112,21000,95308367,206104,18141,0,850,English,USA,R,48000000,2002,6.8,2.35,0
Color,90,118,41,4280577,50919,2859,0,114,English,USA,PG-13,10000000,2005,6.8,2.35,0
Color,78,104,238,352786,11132,150,0,86,English,USA,PG-13,11000000,2006,6.8,2.35,0
Color,122,101,308,37617947,8143,966,0,203,English,USA,PG,30000000,2006,6.8,2.35,0
Color,208,109,64,124732962,286178,23923,0,631,English,USA,PG-13,35000000,2006,6.8,2.35,0
Color,175,99,18,52320979,114321,18693,0,548,English,USA,PG,40000000,2006,6.8,2.35,0
Color,206,102,235,62318875,156225,2998,1,502,English,USA,R,50000000,2006,6.8,2.35,0
Color,166,111,0,9525276,60156,3309,0,299,English,USA,R,20000000,2007,6.8,2.35,0
Color,131,122,151,9664316,47203,50950,2,197,English,USA,R,27500000,2007,6.8,2.35,0
Color,109,110,19,4040588,12233,25676,0,89,English,USA,PG-13,5000000,2008,6.8,2.35,0
Color,158,99,342,2344847,18561,2158,0,119,English,USA,R,7000000,2008,6.8,2.35,0
Color,190,109,453,26415649,94892,33878,4,189,English,USA,R,20000000,2008,6.8,2.35,0
Color,144,123,126,81159365,191470,25661,2,278,English,USA,PG-13,35000000,2008,6.8,2.35,0
Color,190,104,235,97680195,271691,29505,1,243,English,USA,PG-13,70000000,2008,6.8,2.35,0
Color,354,135,255,134518390,326286,5811,0,643,English,USA,PG-13,150000000,2008,6.8,2.35,0
Color,240,96,0,137850096,72809,48878,0,249,English,USA,PG,200000000,2009,6.8,2.35,0
Color,193,88,3,59379,12796,4729,3,52,English,USA,Not Rated,200000,2013,6.8,2.35,0
Color,186,86,174,54257433,12983,971,0,139,English,USA,PG-13,17000000,2016,6.8,2.35,0
Color,166,129,468,37567440,113065,2024,0,337,English,USA,R,20000000,1982,6.9,2.35,0
Color,166,129,468,37567440,113068,2024,0,337,English,USA,R,20000000,1982,6.9,2.35,0
Color,81,90,65,40485039,85362,20795,6,181,English,USA,PG,10000000,1989,6.9,2.35,0
Color,47,117,176,83287363,81442,12757,1,137,English,USA,R,45000000,1992,6.9,2.35,0
Color,57,125,0,219200000,181380,52201,5,223,English,USA,PG-13,25000000,1993,6.9,2.35,0
Color,42,141,176,122012710,69663,14178,1,133,English,USA,PG-13,62000000,1994,6.9,2.35,0
Color,44,139,105,31600000,34427,16125,1,126,English,USA,R,28000000,1995,6.9,2.35,0
Color,72,93,84,50129186,38399,1874,0,218,English,USA,R,36000000,1997,6.9,2.35,0
Color,181,104,0,30059386,128593,11632,5,867,English,USA,R,22000000,2001,6.9,2.35,0
Color,135,101,96,24185781,30339,13811,1,268,English,USA,PG-13,31000000,2001,6.9,2.35,0
Color,110,131,37,18208078,57100,3012,3,281,English,USA,R,60000000,2001,6.9,2.35,0
Color,167,144,241,56083966,137003,18761,1,658,English,USA,PG-13,65000000,2001,6.9,2.35,0
Color,193,131,226,173005002,255447,13679,0,692,English,USA,PG,100000000,2004,6.9,2.35,0
Color,75,98,61,32701088,10018,1400,1,108,English,USA,PG,32000000,2005,6.9,2.35,0
Color,123,109,309,74484168,109894,2740,3,340,English,USA,R,45000000,2005,6.9,2.35,0
Color,257,136,0,35799026,263336,34838,1,899,English,USA,PG-13,126000000,2005,6.9,2.35,0
Color,257,136,0,35799026,263329,34839,1,899,English,USA,PG-13,126000000,2005,6.9,2.35,0
Color,284,150,80,291709845,286506,1317,5,1463,English,USA,PG,180000000,2005,6.9,2.35,0
Color,85,125,21,38432823,33067,15811,1,134,English,USA,PG-13,30000000,2006,6.9,2.35,0
Color,310,124,14000,133382309,256695,34817,0,871,English,USA,PG-13,150000000,2006,6.9,2.35,0
Color,94,101,47,876671,22010,504,2,90,English,USA,R,25000000,2007,6.9,2.35,0
Color,238,122,0,117144465,256928,43499,3,288,English,USA,PG-13,85000000,2007,6.9,2.35,0
Color,195,91,19,12055108,61151,2528,0,134,English,USA,R,8000000,2008,6.9,2.35,0
Color,182,114,0,3519627,41737,3014,4,105,English,USA,PG-13,20000000,2008,6.9,2.35,0
Color,173,106,285,100468793,212499,11264,2,277,English,USA,R,65000000,2008,6.9,2.35,0
Color,258,113,108,31146570,55441,1136,3,165,English,USA,R,20000000,2010,6.9,2.35,0
Color,217,111,655,13362308,31898,39307,1,111,English,USA,PG-13,18000000,2013,6.9,2.35,0
Color,168,102,22,1477002,16645,11184,3,72,English,USA,R,2000000,2015,6.9,2.35,0
Color,159,81,26,56536016,13523,3344,0,95,English,USA,PG-13,4900000,2016,6.9,2.35,0
Color,129,68,116,53868030,183425,10557,2,425,English,USA,PG-13,17000000,1997,7,2.35,0
Color,85,134,17000,5532301,21606,4,0,117,English,USA,PG-13,28000000,1997,7,2.35,0
Color,76,136,218,37901509,96385,12226,1,119,English,USA,PG-13,70000000,1997,7,2.35,0
Color,92,121,72,65703412,57958,2747,1,345,English,USA,PG-13,26000000,1998,7,2.35,0
Color,142,121,38,83892374,85720,4230,0,297,English,USA,PG-13,66000000,1998,7,2.35,0
Color,92,127,102,75597042,26434,6657,0,174,English,USA,G,20000000,2002,7,2.35,0
Color,119,110,161,116724075,187181,1954,0,564,English,USA,R,41000000,2002,7,2.35,0
Color,155,111,473,106126012,285623,35084,6,497,English,USA,PG-13,60000000,2003,7,2.35,0
Color,98,114,118,12831121,44979,679,0,298,English,USA,PG-13,30000000,2004,7,2.35,0
Color,98,114,118,12831121,44979,679,0,298,English,USA,PG-13,30000000,2004,7,2.35,0
Color,107,108,529,8535575,24033,11519,3,152,English,USA,PG-13,30000000,2005,7,2.35,0
Color,358,128,79,50815288,109188,14747,0,625,English,USA,R,50000000,2005,7,2.35,0
Color,358,128,79,50815288,109191,14747,0,625,English,USA,R,50000000,2005,7,2.35,0
Color,195,112,0,11204499,38142,13528,0,270,English,USA,R,14000000,2006,7,2.35,0
 Black and White,197,116,153,9396487,52421,5012,0,200,English,USA,R,15000000,2006,7,2.35,0
 Black and White,231,135,162,4001121,48346,36398,0,230,English,USA,R,20000000,2007,7,2.35,0
Color,147,99,129,2077046,27266,2748,2,75,English,USA,R,6000000,2008,7,2.35,0
Color,81,109,67,8134217,15412,1141,3,90,English,USA,R,12000000,2008,7,2.35,0
Color,99,119,18,4234040,14301,64,0,45,English,USA,PG-13,20000000,2008,7,2.35,0
Color,232,117,234,87341380,255257,15590,3,374,English,USA,R,27000000,2008,7,2.35,0
Color,308,121,0,110416702,307539,23484,3,577,English,USA,R,92000000,2008,7,2.35,0
Color,191,90,97,124870275,152601,1227,1,156,English,USA,PG,100000000,2009,7,2.35,0
Color,357,140,0,97030725,230931,64599,1,585,English,USA,R,100000000,2009,7,2.35,0
Color,199,122,0,11538204,23696,21163,0,135,English,USA,PG-13,25000000,2010,7,2.35,0
Color,350,125,78,5749134,45799,3979,0,180,English,USA,R,20000000,2014,7,2.35,0
Color,27,118,14,2246000,2302,3384,4,20,English,USA,PG,20000000,2015,7,2.35,0
Color,121,104,0,31899000,23986,2442,0,201,English,USA,X,6500000,1980,7.1,2.35,0
Color,142,124,212,117541000,269858,16595,0,316,English,USA,R,70000000,1990,7.1,2.35,0
Color,154,110,0,180965237,300542,12760,0,378,English,USA,PG-13,80000000,1996,7.1,2.35,0
Color,91,135,0,45856732,46221,16762,1,141,English,USA,PG-13,40000000,1997,7.1,2.35,0
Color,78,94,383,58297830,86347,6017,1,191,English,USA,G,50000000,1997,7.1,2.35,0
Color,184,110,45,70001065,191437,3174,1,582,English,USA,R,45000000,1998,7.1,2.35,0
Color,143,90,241,81517441,111368,3148,1,394,English,USA,R,50000000,1999,7.1,2.35,0
Color,153,112,395,31252964,71495,13707,1,522,English,USA,R,4000000,2001,7.1,2.35,0
Color,216,81,541,46563158,207934,2562,0,629,English,USA,R,13000000,2002,7.1,2.35,0
 Black and White,188,118,386,10214647,42689,17490,0,204,English,USA,R,11000000,2004,7.1,2.35,0
Color,117,131,53,3752725,29715,16252,3,161,English,USA,R,18000000,2004,7.1,2.35,0
Color,225,115,295,144795350,387632,12068,1,789,English,USA,PG-13,120000000,2004,7.1,2.35,0
Color,161,94,11,6301131,92850,5085,0,263,English,USA,R,29000000,2005,7.1,2.35,0
Color,96,131,368,43532294,46951,12088,0,175,English,USA,PG,65000000,2006,7.1,2.35,0
Color,279,135,16000,33574332,101221,24468,0,415,English,USA,R,90000000,2006,7.1,2.35,0
Color,234,110,532,47456450,101386,5187,1,289,English,USA,R,70000000,2007,7.1,2.35,0
Color,222,107,36,127706877,142496,662,2,399,English,USA,PG,85000000,2007,7.1,2.35,0
Color,302,169,563,309404152,471220,48350,0,1238,English,USA,PG-13,300000000,2007,7.1,2.35,0
Color,190,110,115,3148482,29613,1540,0,98,English,USA,R,12000000,2008,7.1,2.35,0
Color,238,128,0,39380442,174248,29824,1,263,English,USA,R,70000000,2008,7.1,2.35,0
Color,20,120,3,3773863,4583,2563,1,55,English,USA,PG-13,1000000,2009,7.1,2.35,0
Color,160,100,11,9176553,19147,19330,1,97,English,USA,PG-13,7500000,2009,7.1,2.35,0
Color,279,90,57,258113,42678,1528,0,135,English,USA,R,1066167,2013,7.1,2.35,0
Color,46,133,759,33200000,28247,1154,4,149,English,USA,PG-13,26000000,1985,7.2,2.35,0
Color,112,110,120,74888996,55513,16230,0,188,English,USA,PG,30000000,1991,7.2,2.35,0
Color,82,140,0,35183792,68159,3044,1,209,English,USA,R,38000000,1991,7.2,2.35,0
 Black and White,41,128,545,107458785,71754,16751,3,166,English,USA,PG,40000000,1992,7.2,2.35,0
Color,56,139,17000,32000000,36267,1068,3,150,English,USA,PG,30000000,1993,7.2,2.35,0
Color,114,116,101,121248145,260981,20966,0,373,English,USA,R,25000000,1994,7.2,2.35,0
Color,94,141,0,146282411,190439,4528,0,351,English,USA,R,115000000,1994,7.2,2.35,0
Color,134,123,108,100241322,175524,1690,0,752,English,USA,R,25000000,1998,7.2,2.35,0
Color,117,95,487,162792677,211226,24205,0,317,English,USA,G,120000000,1998,7.2,2.35,0
Color,155,117,89,24362501,69980,13576,1,591,English,USA,R,21500000,1999,7.2,2.35,0
Color,98,129,88,48814909,89424,36069,0,224,English,USA,R,32000000,2000,7.2,2.35,0
Color,294,106,0,94999143,245152,33645,0,1344,English,USA,PG-13,75000000,2000,7.2,2.35,0
Color,185,118,22000,67263182,218771,15658,0,651,English,USA,R,46000000,2002,7.2,2.35,0
Color,129,99,53,2207975,28855,8297,0,190,English,USA,PG-13,6000000,2003,7.2,2.35,0
Color,123,88,480,74608545,185258,10325,4,404,English,USA,R,24000000,2003,7.2,2.35,0
Color,198,154,333,95632614,118483,61110,3,674,English,USA,R,79000000,2003,7.2,2.35,0
Color,275,138,0,281492479,421818,534,0,2789,English,USA,R,150000000,2003,7.2,2.35,0
Color,233,98,406,32774834,136048,2609,5,700,English,USA,R,30000000,2004,7.2,2.35,0
Color,220,196,249,133228348,381672,17944,2,1694,English,USA,R,175000000,2004,7.2,2.35,0
Color,127,136,49,67253092,92702,20299,0,209,English,USA,PG-13,30000000,2005,7.2,2.35,0
Color,239,194,0,47396698,217373,19600,1,942,English,USA,R,130000000,2005,7.2,2.35,0
Color,256,117,487,244052771,263853,4905,0,584,English,USA,G,120000000,2006,7.2,2.35,0
Color,146,118,369,2849142,24104,1889,1,88,English,USA,R,16000000,2007,7.2,2.35,0
Color,198,124,845,46975183,256213,1640,0,338,English,USA,R,61000000,2007,7.2,2.35,0
Color,354,129,235,134520804,336235,13961,1,782,English,USA,PG-13,110000000,2007,7.2,2.35,0
Color,161,125,127,1110286,9727,8876,6,65,English,USA,R,4825000,2009,7.2,2.35,0
Color,217,105,38,66637,29608,14462,0,92,English,USA,R,6500000,2009,7.2,2.35,0
Color,160,123,130,59699513,20827,2259,0,136,English,USA,PG,35000000,2010,7.2,2.35,0
Color,169,188,503,134218018,126357,12940,0,497,English,USA,PG,55000000,1978,7.3,2.35,0
Color,38,115,16000,41400000,39451,17209,0,138,English,USA,R,6900000,1985,7.3,2.35,0
Color,106,119,12000,109713132,61621,15449,5,219,English,USA,PG,25000000,1986,7.3,2.35,0
Color,120,128,17000,79100000,127503,24006,0,261,English,USA,R,35000000,1991,7.3,2.35,0
Color,42,143,65,82528097,30230,2223,1,154,English,USA,PG,6500000,1995,7.3,2.35,0
Color,82,123,12000,91400000,81026,30132,0,194,English,USA,R,53000000,1995,7.3,2.35,0
Color,81,140,12000,111544445,188116,11951,4,415,English,USA,R,90000000,1998,7.3,2.35,0
Color,137,102,218,16842303,59474,2475,3,418,English,USA,R,6500000,1999,7.3,2.35,0
Color,175,103,729,14879556,73640,3516,0,441,English,USA,R,8000000,1999,7.3,2.35,0
Color,168,118,40,44983704,81866,4045,0,510,English,USA,PG-13,31000000,2000,7.3,2.35,0
Color,137,136,835,51768623,73006,1801,1,297,English,USA,PG-13,43000000,2000,7.3,2.35,0
Color,121,117,18000,21078145,26493,20456,0,159,English,USA,PG-13,12500000,2002,7.3,2.35,0
Color,251,95,0,17791031,109855,11994,0,888,English,USA,R,25000000,2002,7.3,2.35,0
 Black and White,175,140,378,120147445,57661,13808,0,455,English,USA,PG-13,87000000,2003,7.3,2.35,0
Color,259,119,0,24006726,139535,15757,8,632,English,USA,R,50000000,2004,7.3,2.35,0
Color,300,135,0,373377893,411164,43388,1,1303,English,USA,PG-13,200000000,2004,7.3,2.35,0
Color,155,126,51,18324242,32815,20563,4,214,English,USA,R,35000000,2005,7.3,2.35,0
Color,229,145,252,57010853,119286,2380,1,548,English,USA,PG-13,85000000,2005,7.3,2.35,0
Color,299,119,209,49024969,133367,3284,0,363,English,USA,R,25000000,2007,7.3,2.35,0
Color,109,110,107,37766350,19440,3376,5,56,English,USA,PG-13,11000000,2008,7.3,2.35,0
Color,323,119,0,22877808,152591,53895,0,414,English,USA,R,35000000,2008,7.3,2.35,0
 Black and White,86,130,39,9589875,16673,5162,0,45,English,USA,PG,40000000,2008,7.3,2.35,0
Color,273,112,108,39462438,67760,13172,0,226,English,USA,R,7000000,2009,7.3,2.35,0
Color,328,90,26,3442820,31489,1442,0,140,English,USA,R,8000000,2015,7.3,2.35,0
 Black and White,56,175,0,50800000,40277,669,14,210,English,USA,PG,26000000,1977,7.4,2.35,0
Color,94,116,521,177200000,77366,14701,1,194,English,USA,PG,22000000,1982,7.4,2.35,0
Color,71,149,541,108706165,99558,31349,3,236,English,USA,R,40000000,1996,7.4,2.35,0
Color,128,121,131,22905674,121676,14890,2,290,English,USA,R,12000000,1998,7.4,2.35,0
Color,173,107,161,19389454,54643,22974,5,335,English,USA,R,55000000,2000,7.4,2.35,0
Color,290,104,0,157299717,452928,21397,0,1401,English,USA,PG-13,75000000,2000,7.4,2.35,0
Color,140,120,34,50173190,148490,33615,1,537,English,USA,PG-13,48000000,2001,7.4,2.35,0
Color,244,138,608,93926386,168207,1205,1,684,English,USA,PG-13,150000000,2003,7.4,2.35,0
Color,299,87,30,183132370,259083,3086,0,763,English,USA,PG-13,75000000,2007,7.4,2.35,0
Color,100,112,0,115000000,63839,14954,1,238,English,USA,PG,777000,1973,7.5,2.35,0
 Black and White,73,147,272,53300852,154487,37076,3,259,English,USA,R,44000000,1996,7.5,2.35,0
 Black and White,127,105,386,6390032,24977,4238,2,229,English,USA,R,3500000,1998,7.5,2.35,0
Color,99,125,34,15561627,39105,21622,0,359,English,USA,R,18000000,2001,7.5,2.35,0
Color,233,216,17000,77679638,314033,47657,3,1166,English,USA,R,100000000,2002,7.5,2.35,0
